"date","region","death3","death_chr","death_comm","ons_death_carehome","ons_death_noncarehome","phe_admissions","phe_occupied_mv_beds","phe_patients","react_positive","react_samples","pillar2_positives_pcr_all_over25","pillar2_negatives_total_pcr_over25","n_symp_delta_variant","n_symp_non_delta_variant","ons_positive","ons_samples","icu","general","admitted","new","all_admission","death2","pillar2_positives_over25","pillar2_negatives_over25","pillar2_positives","pillar2_negatives","positives","negatives","positives_over25","pillar2_positives_pcr_all","pillar2_negatives_total_pcr","pillar2_positives_symp_pcr_only","pillar2_positives_symp_pcr_only_over25","n_delta_variant","n_non_delta_variant"
"2020-07-17","east_of_england",NA,1,1,2,NA,10,16,142,NA,NA,29,5435,0,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-07-18","east_of_england",2,NA,NA,1,NA,8,17,144,NA,NA,17,2296,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-07-19","east_of_england",1,1,NA,NA,NA,6,15,143,NA,NA,13,2243,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-07-20","east_of_england",NA,2,1,3,NA,8,14,143,NA,NA,51,5457,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-07-21","east_of_england",NA,NA,NA,NA,NA,7,13,113,NA,NA,40,5983,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-07-22","east_of_england",2,1,NA,1,NA,13,14,116,NA,NA,34,6687,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-07-23","east_of_england",1,NA,NA,NA,NA,24,12,100,0,2715,27,5913,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-07-24","east_of_england",1,NA,NA,NA,NA,12,12,105,NA,NA,52,5666,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-07-25","east_of_england",1,NA,NA,NA,NA,16,11,91,NA,NA,16,3366,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-07-26","east_of_england",2,NA,NA,NA,NA,7,10,105,NA,NA,15,3364,0,1,4,3392,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-07-27","east_of_england",1,1,NA,1,NA,18,9,100,NA,NA,44,7910,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-07-28","east_of_england",NA,NA,1,1,NA,9,10,94,NA,NA,34,8148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-07-29","east_of_england",NA,NA,NA,1,NA,8,9,92,NA,NA,59,8956,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-07-30","east_of_england",NA,1,NA,2,NA,8,8,82,3,13284,38,8265,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-07-31","east_of_england",NA,NA,2,2,1,5,8,77,NA,NA,16,6287,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-08-01","east_of_england",NA,NA,1,NA,NA,2,9,85,NA,NA,14,2987,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-08-02","east_of_england",NA,NA,NA,NA,NA,7,9,80,NA,NA,18,2877,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-08-03","east_of_england",NA,NA,NA,NA,NA,7,8,73,NA,NA,43,7750,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-08-04","east_of_england",1,NA,NA,1,1,5,8,69,NA,NA,42,8492,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-08-05","east_of_england",NA,NA,NA,1,NA,5,8,70,NA,NA,45,9021,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-08-06","east_of_england",NA,NA,NA,1,1,4,9,72,3,7652,34,8204,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-08-07","east_of_england",1,NA,NA,NA,NA,10,9,60,NA,NA,40,6343,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-08-08","east_of_england",NA,NA,NA,2,NA,6,11,59,NA,NA,25,2981,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-08-09","east_of_england",NA,1,NA,1,NA,3,9,59,NA,NA,14,2522,NA,NA,0,3965,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-08-10","east_of_england",NA,NA,NA,1,NA,8,8,63,NA,NA,51,7540,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-08-11","east_of_england",1,NA,1,NA,1,7,8,61,NA,NA,37,8409,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-08-12","east_of_england",NA,1,NA,3,NA,1,8,56,NA,NA,34,8711,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-08-13","east_of_england",NA,NA,NA,NA,NA,6,9,57,0,654,38,8371,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-08-14","east_of_england",1,NA,NA,NA,NA,8,6,52,NA,NA,58,7903,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-08-15","east_of_england",NA,NA,NA,1,NA,2,8,60,NA,NA,14,3556,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-08-16","east_of_england",NA,NA,NA,NA,NA,4,7,54,NA,NA,14,2912,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-08-17","east_of_england",NA,NA,1,NA,NA,5,8,57,NA,NA,34,8928,0,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-08-18","east_of_england",2,NA,NA,NA,NA,4,6,47,NA,NA,44,10043,0,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-08-19","east_of_england",1,NA,NA,NA,NA,4,6,49,NA,NA,45,10558,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-08-20","east_of_england",1,1,NA,1,NA,2,6,47,2,3430,56,10533,0,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-08-21","east_of_england",NA,NA,NA,NA,NA,3,6,40,NA,NA,47,8784,0,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-08-22","east_of_england",NA,NA,NA,NA,NA,2,7,34,NA,NA,23,4037,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-08-23","east_of_england",1,NA,NA,NA,NA,2,5,31,NA,NA,31,3319,0,5,5,5525,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-08-24","east_of_england",NA,NA,1,NA,NA,0,5,35,NA,NA,49,9143,0,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-08-25","east_of_england",NA,NA,NA,1,NA,8,5,28,NA,NA,53,10774,0,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-08-26","east_of_england",1,NA,NA,NA,NA,4,5,37,NA,NA,64,10564,0,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-08-27","east_of_england",1,NA,1,NA,NA,3,5,29,8,12659,65,9573,0,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-08-28","east_of_england",NA,NA,NA,NA,NA,3,4,30,NA,NA,65,8684,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-08-29","east_of_england",NA,NA,NA,NA,NA,5,4,30,NA,NA,45,4282,0,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-08-30","east_of_england",NA,NA,NA,NA,1,1,3,30,NA,NA,44,3362,0,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-08-31","east_of_england",NA,NA,NA,NA,NA,0,3,31,NA,NA,60,5383,0,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-09-01","east_of_england",NA,NA,NA,NA,NA,2,3,31,NA,NA,85,11649,0,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-09-02","east_of_england",NA,1,NA,1,NA,8,3,31,NA,NA,119,11990,0,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-09-03","east_of_england",1,NA,NA,NA,NA,5,3,31,6,6821,113,11390,0,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-09-04","east_of_england",1,1,NA,NA,NA,2,1,30,NA,NA,93,10383,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-09-05","east_of_england",NA,NA,NA,NA,NA,6,1,25,NA,NA,70,5019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-09-06","east_of_england",1,NA,NA,NA,NA,1,1,27,NA,NA,45,3358,0,3,8,6864,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-09-07","east_of_england",NA,NA,NA,1,NA,5,1,27,NA,NA,99,9180,0,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-09-08","east_of_england",NA,NA,NA,1,NA,2,1,25,NA,NA,128,11956,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-09-09","east_of_england",NA,NA,NA,NA,NA,5,4,31,NA,NA,86,11794,0,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-09-10","east_of_england",NA,NA,NA,NA,NA,5,2,27,2,599,115,11608,0,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-09-11","east_of_england",NA,NA,NA,1,NA,6,67,15,NA,NA,81,10919,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-09-12","east_of_england",NA,NA,NA,1,NA,11,2,20,NA,NA,51,4112,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-09-13","east_of_england",1,NA,NA,NA,NA,4,2,21,NA,NA,31,2439,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-09-14","east_of_england",1,NA,NA,1,NA,11,3,25,NA,NA,67,8207,0,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-09-15","east_of_england",NA,NA,NA,NA,NA,13,3,35,NA,NA,97,11939,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-09-16","east_of_england",NA,1,NA,2,NA,8,3,40,NA,NA,71,11425,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-09-17","east_of_england",NA,1,NA,1,NA,6,3,42,11,3583,80,10151,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-09-18","east_of_england",NA,NA,NA,NA,NA,4,2,37,NA,NA,105,10184,0,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-09-19","east_of_england",NA,NA,NA,NA,NA,4,3,39,NA,NA,80,3484,0,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-09-20","east_of_england",2,NA,NA,NA,1,6,2,38,NA,NA,93,3236,0,27,16,12003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-09-21","east_of_england",NA,NA,NA,1,NA,7,3,41,NA,NA,85,7781,0,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-09-22","east_of_england",2,1,NA,1,NA,11,3,42,NA,NA,118,12319,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-09-23","east_of_england",1,NA,NA,NA,NA,7,2,37,NA,NA,113,11318,0,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-09-24","east_of_england",1,NA,NA,NA,NA,13,4,41,40,14391,141,11664,0,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-09-25","east_of_england",1,2,NA,3,NA,16,3,45,NA,NA,120,10492,0,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-09-26","east_of_england",1,NA,NA,NA,NA,12,5,52,NA,NA,101,3835,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-09-27","east_of_england",1,NA,NA,NA,NA,15,6,64,NA,NA,144,3216,0,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-09-28","east_of_england",2,1,1,1,1,13,9,76,NA,NA,214,9554,0,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-09-29","east_of_england",3,1,NA,NA,NA,10,12,89,NA,NA,194,12563,0,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-09-30","east_of_england",2,NA,NA,NA,NA,18,13,86,NA,NA,229,12435,0,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-10-01","east_of_england",2,NA,1,NA,1,11,12,79,30,7799,236,12796,0,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-10-02","east_of_england",1,NA,NA,NA,NA,19,14,93,NA,NA,254,12656,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-10-03","east_of_england",NA,1,NA,1,NA,19,13,101,NA,NA,219,5547,0,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-10-04","east_of_england",NA,NA,1,NA,NA,16,14,98,NA,NA,207,3805,0,12,53,19083,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-10-05","east_of_england",NA,NA,1,NA,1,23,13,115,NA,NA,311,11149,0,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-10-06","east_of_england",4,NA,NA,NA,NA,11,12,119,NA,NA,354,15793,0,76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-10-07","east_of_england",8,NA,NA,NA,1,17,13,128,NA,NA,323,15095,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-10-08","east_of_england",3,NA,NA,NA,NA,23,12,119,2,510,345,14186,0,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-10-09","east_of_england",2,NA,NA,NA,NA,19,15,135,NA,NA,338,13103,0,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-10-10","east_of_england",4,NA,2,1,1,16,17,135,NA,NA,189,4424,0,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-10-11","east_of_england",4,NA,NA,NA,NA,27,16,140,NA,NA,246,3249,0,93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-10-12","east_of_england",2,NA,NA,NA,NA,24,16,149,NA,NA,434,11599,0,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-10-13","east_of_england",2,NA,NA,NA,NA,32,20,166,NA,NA,407,14947,0,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-10-14","east_of_england",2,NA,NA,NA,NA,27,19,183,NA,NA,407,15266,0,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-10-15","east_of_england",5,NA,NA,1,NA,41,18,217,14,3629,456,13811,0,111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-10-16","east_of_england",6,NA,NA,NA,NA,23,19,223,NA,NA,411,13468,0,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-10-17","east_of_england",7,NA,1,1,NA,37,21,241,NA,NA,320,4829,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-10-18","east_of_england",4,1,1,NA,1,41,23,241,NA,NA,364,4171,0,4,107,22793,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-10-19","east_of_england",6,NA,NA,NA,NA,43,21,277,NA,NA,665,12899,0,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-10-20","east_of_england",9,1,1,3,NA,33,25,295,NA,NA,723,16526,0,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-10-21","east_of_england",9,2,1,2,2,50,28,314,NA,NA,690,15266,0,175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-10-22","east_of_england",7,1,1,1,NA,51,25,334,84,12877,592,14600,0,116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-10-23","east_of_england",14,2,NA,2,NA,56,28,343,NA,NA,629,13109,0,79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-10-24","east_of_england",2,2,2,1,2,42,29,356,NA,NA,407,5143,1,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-10-25","east_of_england",12,1,NA,2,NA,62,30,406,NA,NA,396,3643,0,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-10-26","east_of_england",8,2,NA,1,NA,55,34,419,NA,NA,795,12743,0,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-10-27","east_of_england",9,2,1,2,1,51,41,454,NA,NA,630,15436,0,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-10-28","east_of_england",12,2,1,3,1,68,42,474,NA,NA,695,14283,0,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-10-29","east_of_england",13,4,1,4,2,68,49,476,50,6647,654,14590,0,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-10-30","east_of_england",14,4,1,4,NA,67,49,501,NA,NA,680,13126,0,128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-10-31","east_of_england",15,1,3,1,2,56,51,505,NA,NA,512,4741,0,77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-11-01","east_of_england",15,1,4,2,1,67,50,527,NA,NA,459,4145,0,120,129,20179,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-11-02","east_of_england",11,2,1,1,1,55,54,555,NA,NA,1009,13849,0,234,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-11-03","east_of_england",13,5,NA,5,NA,76,63,598,NA,NA,784,17027,0,113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-11-04","east_of_england",13,1,1,NA,1,87,65,595,NA,NA,736,15385,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-11-05","east_of_england",16,3,2,4,2,67,60,611,4,691,782,15444,0,240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-11-06","east_of_england",17,3,4,3,2,61,61,620,NA,NA,792,15611,0,85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-11-07","east_of_england",10,3,3,3,NA,58,62,608,NA,NA,664,6028,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-11-08","east_of_england",14,4,2,4,1,70,64,636,NA,NA,783,4877,0,215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-11-09","east_of_england",16,7,4,6,6,103,68,650,NA,NA,1215,15610,0,142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-11-10","east_of_england",20,3,NA,3,NA,103,72,672,NA,NA,978,16997,0,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-11-11","east_of_england",16,4,4,4,1,102,74,709,NA,NA,1110,17391,0,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-11-12","east_of_england",14,3,1,4,NA,127,73,718,0,257,894,15379,0,200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-11-13","east_of_england",18,2,2,3,2,83,71,767,NA,NA,922,15738,0,156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-11-14","east_of_england",20,1,3,1,2,87,69,783,NA,NA,690,5863,0,125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-11-15","east_of_england",12,2,1,3,1,109,73,820,NA,NA,595,4187,0,172,148,22758,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020-11-16","east_of_england",12,4,2,6,1,82,79,856,NA,NA,1018,15635,0,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
